Pipeline	DisorderID	DisorderName	TP	FN	FN+FP	affected	FNwHet	FNwCNVHet	FNw_Multi_HetGene	FNFPwHet	FNFPwCNVHet	FNFPw_Multi_HetGene
val_AA10.5_filter2	42	2-Methylbutyryl-CoA Dehydrogenase Deficiency (2MBCD)	1	0	0	1	0	0	0	0	0	0
val_AA10.5_filter2	44	3-Methylcrotonyl-CoA Carboxylase Deficiency (3MCC Deficiency)	3	12	0	15	6	0	0	0	0	0
val_AA10.5_filter2	50	Argininosuccinyl-CoA Lyase Deficiency (ASAL Deficiency)	1	0	0	1	0	0	0	0	0	0
val_AA10.5_filter2	51	Beta-Ketothiolase Deficiency (BKT)	0	1	0	1	1	0	0	0	0	0
val_AA10.5_filter2	55	Carnitine Transporter Deficiency (CTD)/Carnitine Uptake Defect (CUD)	7	2	0	9	1	0	0	0	0	0
val_AA10.5_filter2	57	Citrullinemia type I (Argininosuccinic Acid Synthetase Deficiency (ASAS deficiency)/CIT-1)	2	3	0	5	2	0	0	0	0	0
val_AA10.5_filter2	59	Glutaric Acidemia type I (GA1)	0	1	0	1	0	0	0	0	0	0
val_AA10.5_filter2	62	Hypermethioninemia (MET/MAT Deficiency)	1	0	0	1	0	0	0	0	0	0
val_AA10.5_filter2	63	Isobutyryl-CoA Dehydrogenase Deficiency (IBD/IBG Deficiency)	0	3	0	3	2	0	0	0	0	0
val_AA10.5_filter2	64	Isovaleric Acidemia (IVA)	2	0	0	2	0	0	0	0	0	0
val_AA10.5_filter2	66	Maple Syrup Urine Disease (MSUD)	1	2	0	3	1	0	0	0	0	0
val_AA10.5_filter2	67	Medium Chain Acyl-CoA Dehydrogenase Deficiency (MCAD Deficiency)	5	12	0	17	9	0	0	0	0	0
val_AA10.5_filter2	69	Methylmalonic Acidemia, Cbl C, D, F (MMA)	2	0	0	2	0	0	0	0	0	0
val_AA10.5_filter2	70	Methylmalonic Acidemia mut 0 (MMA)	1	0	0	1	0	0	0	0	0	0
val_AA10.5_filter2	71	Methylmalonic Acidemia mut- (MMA)	0	1	0	1	1	0	0	0	0	0
val_AA10.5_filter2	72	Multiple Acyl-CoA Dehydrogenase Deficiency (MAD Deficiency)/Glutaric Acidemia type II (GA2)	1	2	0	3	0	0	0	0	0	0
val_AA10.5_filter2	73	Multiple Carboxylase Deficiency (MCD)	0	1	0	1	0	0	0	0	0	0
val_AA10.5_filter2	76	Propionic Acidemia (PA)	2	1	0	3	0	0	0	0	0	0
val_AA10.5_filter2	77	Short Chain Acyl-CoA Dehydrogenase Deficiency (SCAD Deficiency)	6	8	0	14	2	0	0	0	0	0
val_AA10.5_filter2	78	Trifunctional Protein Deficiency (TFP Deficiency)	0	1	0	1	1	0	0	0	0	0
val_AA10.5_filter2	83	Very Long Chain Acyl-CoA Dehydrogenase Deficiency (VLCAD Deficiency)	3	2	0	5	1	0	0	0	0	0
val_AA10.5_filter2	89	Ethylmalonic Encephalopathy (EE)	1	0	0	1	0	0	0	0	0	0
test_AA10.6_filter4	1	Phenylketonuria (PKU) 	10	1	0	11	1	0	0	0	0	0
test_AA10.6_filter4	104	Methylmalonic Acidemia, unclassified (MMA)	3	0	0	3	0	0	0	0	0	0
test_AA10.6_filter4	110	Ornithine Transcarbamylase Deficiency (OTC Deficiency)	5	0	0	5	0	0	0	0	0	0
test_AA10.6_filter4	2	Hyperphenylalaninemia, variant	2	0	0	2	0	0	0	0	0	0
test_AA10.6_filter4	3	Biopterin Disorders, co-factor biosynthesis	2	0	0	2	0	0	0	0	0	0
test_AA10.6_filter4	4	Hyperphenylalaninemia, benign	7	3	0	10	2	0	0	0	0	0
test_AA10.6_filter4	42	2-Methylbutyryl-CoA Dehydrogenase Deficiency (2MBCD)	1	0	0	1	0	0	0	0	0	0
test_AA10.6_filter4	43	3-Hydroxy-3-Methylglutaryl-CoA Lyase Deficiency (HMG CoA Lyase Deficiency/Glutaric Aciduria)	1	0	0	1	0	0	0	0	0	0
test_AA10.6_filter4	44	3-Methylcrotonyl-CoA Carboxylase Deficiency (3MCC Deficiency)	7	4	0	11	4	0	0	0	0	0
test_AA10.6_filter4	45	3-Methylglutaconyl-Co-A Hydrotase Deficiency type I (MGA)	1	0	0	1	0	0	0	0	0	0
test_AA10.6_filter4	49	Argininemia/Arginase Deficiency (ARG)	1	0	0	1	0	0	0	0	0	0
test_AA10.6_filter4	50	Argininosuccinyl-CoA Lyase Deficiency (ASAL Deficiency)	8	0	0	8	0	0	0	0	0	0
test_AA10.6_filter4	51	Beta-Ketothiolase Deficiency (BKT)	2	0	0	2	0	0	0	0	0	0
test_AA10.6_filter4	54	Carnitine Palmitoyl Transferase Deficiency type II (CPT2 Deficiency)	2	2	0	4	1	0	0	0	0	0
test_AA10.6_filter4	55	Carnitine Transporter Deficiency (CTD)/Carnitine Uptake Defect (CUD)	15	7	2	24	2	0	0	1	0	0
test_AA10.6_filter4	56	Carnitine-Acylcarnitine Translocase Deficiency (CAT/CACT Deficiency)	1	1	0	2	0	0	0	0	0	0
test_AA10.6_filter4	57	Citrullinemia type I (Argininosuccinic Acid Synthetase Deficiency (ASAS deficiency)/CIT-1)	5	1	0	6	0	0	0	0	0	0
test_AA10.6_filter4	59	Glutaric Acidemia type I (GA1)	20	3	0	23	1	0	0	0	0	0
test_AA10.6_filter4	62	Hypermethioninemia (MET/MAT Deficiency)	4	2	1	7	2	0	0	0	0	0
test_AA10.6_filter4	63	Isobutyryl-CoA Dehydrogenase Deficiency (IBD/IBG Deficiency)	5	1	0	6	1	0	0	0	0	0
test_AA10.6_filter4	64	Isovaleric Acidemia (IVA)	13	5	1	19	3	0	0	0	0	0
test_AA10.6_filter4	65	Long Chain Hyroxy Acyl-CoA Dehydrogenase Deficiency (LCHAD deficiency)	6	0	0	6	0	0	0	0	0	0
test_AA10.6_filter4	66	Maple Syrup Urine Disease (MSUD)	9	1	0	10	1	0	0	0	0	0
test_AA10.6_filter4	67	Medium Chain Acyl-CoA Dehydrogenase Deficiency (MCAD Deficiency)	83	13	1	97	12	0	0	1	0	0
test_AA10.6_filter4	69	Methylmalonic Acidemia, Cbl C, D, F (MMA)	17	1	0	18	0	0	0	0	0	0
test_AA10.6_filter4	70	Methylmalonic Acidemia mut 0 (MMA)	13	0	0	13	0	0	0	0	0	0
test_AA10.6_filter4	71	Methylmalonic Acidemia mut- (MMA)	2	10	1	13	1	0	0	0	0	0
test_AA10.6_filter4	72	Multiple Acyl-CoA Dehydrogenase Deficiency (MAD Deficiency)/Glutaric Acidemia type II (GA2)	4	0	0	4	0	0	0	0	0	0
test_AA10.6_filter4	73	Multiple Carboxylase Deficiency (MCD)	1	2	0	3	0	0	0	0	0	0
test_AA10.6_filter4	76	Propionic Acidemia (PA)	5	0	0	5	0	0	0	0	0	0
test_AA10.6_filter4	77	Short Chain Acyl-CoA Dehydrogenase Deficiency (SCAD Deficiency)	16	8	1	25	4	0	0	1	0	0
test_AA10.6_filter4	78	Trifunctional Protein Deficiency (TFP Deficiency)	3	0	0	3	0	0	0	0	0	0
test_AA10.6_filter4	79	Tyrosinemia type I	6	0	0	6	0	0	0	0	0	0
test_AA10.6_filter4	83	Very Long Chain Acyl-CoA Dehydrogenase Deficiency (VLCAD Deficiency)	19	8	0	27	5	0	0	0	0	0
test_AA10.6_filter4	86	Prolinemia type-II	0	1	0	1	0	0	0	0	0	0
test_AA10.6_filter4	87	Malonic Aciduria (MA)/Malonic Acidemia (MAL)	2	1	0	3	0	0	0	0	0	0
test_AA10.6_filter4	89	Ethylmalonic Encephalopathy (EE)	1	0	0	1	0	0	0	0	0	0
test_AA10.6.NonSyn.02	1	Phenylketonuria (PKU) 	19	27	0	46	16	0	0	0	0	0
test_AA10.6.NonSyn.02	104	Methylmalonic Acidemia, unclassified (MMA)	3	3	1	7	1	0	0	1	0	0
test_AA10.6.NonSyn.02	109	Remethylation Defects (MTHFR, MTR, MTRR, Cbl D v1, Cbl G Deficiencies)	1	2	0	3	0	0	0	0	0	0
test_AA10.6.NonSyn.02	110	Ornithine Transcarbamylase Deficiency (OTC Deficiency)	7	4	0	11	0	0	0	0	0	0
test_AA10.6.NonSyn.02	2	Hyperphenylalaninemia, variant	8	10	2	20	10	0	0	2	0	0
test_AA10.6.NonSyn.02	3	Biopterin Disorders, co-factor biosynthesis	3	0	0	3	0	0	0	0	0	0
test_AA10.6.NonSyn.02	4	Hyperphenylalaninemia, benign	13	10	0	23	9	0	0	0	0	0
test_AA10.6.NonSyn.02	42	2-Methylbutyryl-CoA Dehydrogenase Deficiency (2MBCD)	5	1	0	6	0	0	0	0	0	0
test_AA10.6.NonSyn.02	43	3-Hydroxy-3-Methylglutaryl-CoA Lyase Deficiency (HMG CoA Lyase Deficiency/Glutaric Aciduria)	0	1	0	1	0	0	0	0	0	0
test_AA10.6.NonSyn.02	44	3-Methylcrotonyl-CoA Carboxylase Deficiency (3MCC Deficiency)	11	13	2	26	6	0	0	0	0	0
test_AA10.6.NonSyn.02	45	3-Methylglutaconyl-Co-A Hydrotase Deficiency type I (MGA)	2	1	0	3	0	0	0	0	0	0
test_AA10.6.NonSyn.02	49	Argininemia/Arginase Deficiency (ARG)	1	2	1	4	0	0	0	0	0	0
test_AA10.6.NonSyn.02	50	Argininosuccinyl-CoA Lyase Deficiency (ASAL Deficiency)	6	3	0	9	3	0	0	0	0	0
test_AA10.6.NonSyn.02	51	Beta-Ketothiolase Deficiency (BKT)	0	2	0	2	2	0	0	0	0	0
test_AA10.6.NonSyn.02	53	Carnitine Palmitoyl Transferase Deficiency type I (CPT1 Deficiency)	0	1	0	1	0	0	0	0	0	0
test_AA10.6.NonSyn.02	54	Carnitine Palmitoyl Transferase Deficiency type II (CPT2 Deficiency)	1	4	1	6	2	0	0	1	0	0
test_AA10.6.NonSyn.02	55	Carnitine Transporter Deficiency (CTD)/Carnitine Uptake Defect (CUD)	18	16	4	38	8	0	0	2	0	0
test_AA10.6.NonSyn.02	56	Carnitine-Acylcarnitine Translocase Deficiency (CAT/CACT Deficiency)	0	2	0	2	0	0	0	0	0	0
test_AA10.6.NonSyn.02	57	Citrullinemia type I (Argininosuccinic Acid Synthetase Deficiency (ASAS deficiency)/CIT-1)	10	6	1	17	4	0	0	1	0	0
test_AA10.6.NonSyn.02	59	Glutaric Acidemia type I (GA1)	23	11	1	35	7	0	0	0	0	0
test_AA10.6.NonSyn.02	62	Hypermethioninemia (MET/MAT Deficiency)	5	4	2	11	4	0	0	1	0	0
test_AA10.6.NonSyn.02	63	Isobutyryl-CoA Dehydrogenase Deficiency (IBD/IBG Deficiency)	4	3	1	8	2	0	0	1	0	0
test_AA10.6.NonSyn.02	64	Isovaleric Acidemia (IVA)	17	12	2	31	7	0	0	1	0	0
test_AA10.6.NonSyn.02	65	Long Chain Hyroxy Acyl-CoA Dehydrogenase Deficiency (LCHAD deficiency)	2	6	1	9	4	0	0	1	0	0
test_AA10.6.NonSyn.02	66	Maple Syrup Urine Disease (MSUD)	12	9	1	22	4	2	1	0	1	0
test_AA10.6.NonSyn.02	67	Medium Chain Acyl-CoA Dehydrogenase Deficiency (MCAD Deficiency)	118	35	4	157	33	0	0	4	1	0
test_AA10.6.NonSyn.02	69	Methylmalonic Acidemia, Cbl C, D, F (MMA)	2	23	3	28	6	0	0	0	0	0
test_AA10.6.NonSyn.02	70	Methylmalonic Acidemia mut 0 (MMA)	8	13	0	21	6	2	0	0	0	0
test_AA10.6.NonSyn.02	71	Methylmalonic Acidemia mut- (MMA)	4	14	1	19	2	0	0	0	0	0
test_AA10.6.NonSyn.02	72	Multiple Acyl-CoA Dehydrogenase Deficiency (MAD Deficiency)/Glutaric Acidemia type II (GA2)	4	3	0	7	1	0	0	0	0	0
test_AA10.6.NonSyn.02	73	Multiple Carboxylase Deficiency (MCD)	1	3	0	4	0	0	0	0	0	0
test_AA10.6.NonSyn.02	76	Propionic Acidemia (PA)	2	3	1	6	1	0	0	1	0	0
test_AA10.6.NonSyn.02	77	Short Chain Acyl-CoA Dehydrogenase Deficiency (SCAD Deficiency)	20	35	4	59	21	0	0	4	0	0
test_AA10.6.NonSyn.02	78	Trifunctional Protein Deficiency (TFP Deficiency)	1	2	0	3	2	0	0	0	0	0
test_AA10.6.NonSyn.02	79	Tyrosinemia type I	3	4	0	7	1	0	0	0	0	0
test_AA10.6.NonSyn.02	83	Very Long Chain Acyl-CoA Dehydrogenase Deficiency (VLCAD Deficiency)	23	19	0	42	9	0	0	0	0	0
test_AA10.6.NonSyn.02	85	Prolinemia type-I	0	1	0	1	0	0	0	0	0	0
test_AA10.6.NonSyn.02	86	Prolinemia type-II	0	1	0	1	0	0	0	0	0	0
test_AA10.6.NonSyn.02	87	Malonic Aciduria (MA)/Malonic Acidemia (MAL)	1	4	0	5	0	0	0	0	0	0
test_AA10.6.NonSyn.02	89	Ethylmalonic Encephalopathy (EE)	0	1	0	1	1	0	0	0	0	0
test_AA10.6.NonSyn.02	93	Medium/Short Chain L-3 Hydroxy Acyl-CoA Dehydrogenase Deficiency (M/SCHADD)	0	1	0	1	0	0	0	0	0	0
test_AA10.6.NonSyn.02	94	Prolinemia, unclassified	0	1	0	1	0	0	0	0	0	0
val_AA10.6.NonSyn.02_filter3	1	Phenylketonuria (PKU) 	5	11	0	16	8	0	0	0	0	0
val_AA10.6.NonSyn.02_filter3	104	Methylmalonic Acidemia, unclassified (MMA)	0	2	0	2	2	0	1	0	0	0
val_AA10.6.NonSyn.02_filter3	110	Ornithine Transcarbamylase Deficiency (OTC Deficiency)	1	1	0	2	0	0	0	0	0	0
val_AA10.6.NonSyn.02_filter3	2	Hyperphenylalaninemia, variant	4	2	0	6	2	0	0	0	0	0
val_AA10.6.NonSyn.02_filter3	201	Carbamoyl Phosphate Synthetase I Deficiency(CPS1 Deficiency)	1	0	0	1	0	0	0	0	0	0
val_AA10.6.NonSyn.02_filter3	4	Hyperphenylalaninemia, benign	8	2	0	10	2	0	0	0	0	0
val_AA10.6.NonSyn.02_filter3	44	3-Methylcrotonyl-CoA Carboxylase Deficiency (3MCC Deficiency)	7	4	0	11	2	0	0	0	0	0
val_AA10.6.NonSyn.02_filter3	50	Argininosuccinyl-CoA Lyase Deficiency (ASAL Deficiency)	0	0	1	1	0	0	0	0	0	0
val_AA10.6.NonSyn.02_filter3	55	Carnitine Transporter Deficiency (CTD)/Carnitine Uptake Defect (CUD)	4	4	1	9	2	0	0	1	0	0
val_AA10.6.NonSyn.02_filter3	57	Citrullinemia type I (Argininosuccinic Acid Synthetase Deficiency (ASAS deficiency)/CIT-1)	2	2	0	4	2	0	0	0	0	0
val_AA10.6.NonSyn.02_filter3	59	Glutaric Acidemia type I (GA1)	1	0	0	1	0	0	0	0	0	0
val_AA10.6.NonSyn.02_filter3	62	Hypermethioninemia (MET/MAT Deficiency)	0	1	0	1	1	0	0	0	0	0
val_AA10.6.NonSyn.02_filter3	63	Isobutyryl-CoA Dehydrogenase Deficiency (IBD/IBG Deficiency)	1	2	0	3	1	0	0	0	0	0
val_AA10.6.NonSyn.02_filter3	64	Isovaleric Acidemia (IVA)	0	1	1	2	0	0	0	0	0	0
val_AA10.6.NonSyn.02_filter3	66	Maple Syrup Urine Disease (MSUD)	1	1	0	2	1	0	0	0	0	0
val_AA10.6.NonSyn.02_filter3	67	Medium Chain Acyl-CoA Dehydrogenase Deficiency (MCAD Deficiency)	10	2	0	12	2	0	0	0	0	0
val_AA10.6.NonSyn.02_filter3	69	Methylmalonic Acidemia, Cbl C, D, F (MMA)	0	1	1	2	0	0	0	0	0	0
val_AA10.6.NonSyn.02_filter3	70	Methylmalonic Acidemia mut 0 (MMA)	0	1	0	1	1	1	0	0	0	0
val_AA10.6.NonSyn.02_filter3	71	Methylmalonic Acidemia mut- (MMA)	1	0	0	1	0	0	0	0	0	0
val_AA10.6.NonSyn.02_filter3	72	Multiple Acyl-CoA Dehydrogenase Deficiency (MAD Deficiency)/Glutaric Acidemia type II (GA2)	2	0	0	2	0	0	0	0	0	0
val_AA10.6.NonSyn.02_filter3	73	Multiple Carboxylase Deficiency (MCD)	0	1	0	1	1	0	0	0	0	0
val_AA10.6.NonSyn.02_filter3	76	Propionic Acidemia (PA)	2	1	0	3	0	0	0	0	0	0
val_AA10.6.NonSyn.02_filter3	77	Short Chain Acyl-CoA Dehydrogenase Deficiency (SCAD Deficiency)	6	6	0	12	3	0	0	0	0	0
val_AA10.6.NonSyn.02_filter3	78	Trifunctional Protein Deficiency (TFP Deficiency)	0	1	0	1	1	0	0	0	0	0
val_AA10.6.NonSyn.02_filter3	83	Very Long Chain Acyl-CoA Dehydrogenase Deficiency (VLCAD Deficiency)	2	2	0	4	1	0	0	0	0	0
test_AA10.8	1	Phenylketonuria (PKU) 	42	4	0	46	3	0	0	0	0	0
test_AA10.8	104	Methylmalonic Acidemia, unclassified (MMA)	3	4	0	7	1	0	0	0	0	0
test_AA10.8	109	Remethylation Defects (MTHFR, MTR, MTRR, Cbl D v1, Cbl G Deficiencies)	3	0	0	3	0	0	0	0	0	0
test_AA10.8	110	Ornithine Transcarbamylase Deficiency (OTC Deficiency)	7	4	0	11	0	0	0	0	0	0
test_AA10.8	2	Hyperphenylalaninemia, variant	19	1	0	20	1	0	0	0	0	0
test_AA10.8	3	Biopterin Disorders, co-factor biosynthesis	3	0	0	3	0	0	0	0	0	0
test_AA10.8	4	Hyperphenylalaninemia, benign	17	6	0	23	4	0	0	0	0	0
test_AA10.8	42	2-Methylbutyryl-CoA Dehydrogenase Deficiency (2MBCD)	4	2	0	6	1	0	0	0	0	0
test_AA10.8	43	3-Hydroxy-3-Methylglutaryl-CoA Lyase Deficiency (HMG CoA Lyase Deficiency/Glutaric Aciduria)	1	0	0	1	0	0	0	0	0	0
test_AA10.8	44	3-Methylcrotonyl-CoA Carboxylase Deficiency (3MCC Deficiency)	5	21	0	26	11	0	0	0	0	0
test_AA10.8	45	3-Methylglutaconyl-Co-A Hydrotase Deficiency type I (MGA)	2	1	0	3	0	0	0	0	0	0
test_AA10.8	49	Argininemia/Arginase Deficiency (ARG)	2	2	0	4	1	0	0	0	0	0
test_AA10.8	50	Argininosuccinyl-CoA Lyase Deficiency (ASAL Deficiency)	5	4	0	9	3	0	0	0	0	0
test_AA10.8	51	Beta-Ketothiolase Deficiency (BKT)	0	2	0	2	2	0	0	0	0	0
test_AA10.8	53	Carnitine Palmitoyl Transferase Deficiency type I (CPT1 Deficiency)	1	0	0	1	0	0	0	0	0	0
test_AA10.8	54	Carnitine Palmitoyl Transferase Deficiency type II (CPT2 Deficiency)	2	4	0	6	2	0	0	0	0	0
test_AA10.8	55	Carnitine Transporter Deficiency (CTD)/Carnitine Uptake Defect (CUD)	15	22	1	38	9	0	0	0	0	0
test_AA10.8	56	Carnitine-Acylcarnitine Translocase Deficiency (CAT/CACT Deficiency)	1	1	0	2	0	0	0	0	0	0
test_AA10.8	57	Citrullinemia type I (Argininosuccinic Acid Synthetase Deficiency (ASAS deficiency)/CIT-1)	9	8	0	17	6	0	0	0	0	0
test_AA10.8	59	Glutaric Acidemia type I (GA1)	20	14	1	35	7	0	0	0	0	0
test_AA10.8	62	Hypermethioninemia (MET/MAT Deficiency)	2	8	1	11	4	0	0	0	0	0
test_AA10.8	63	Isobutyryl-CoA Dehydrogenase Deficiency (IBD/IBG Deficiency)	1	7	0	8	4	0	0	0	0	0
test_AA10.8	64	Isovaleric Acidemia (IVA)	13	17	1	31	9	0	0	0	0	0
test_AA10.8	65	Long Chain Hyroxy Acyl-CoA Dehydrogenase Deficiency (LCHAD deficiency)	5	4	0	9	4	0	0	0	0	0
test_AA10.8	66	Maple Syrup Urine Disease (MSUD)	8	14	0	22	6	2	0	0	0	0
test_AA10.8	67	Medium Chain Acyl-CoA Dehydrogenase Deficiency (MCAD Deficiency)	84	73	0	157	50	1	0	0	0	0
test_AA10.8	69	Methylmalonic Acidemia, Cbl C, D, F (MMA)	23	5	0	28	2	0	0	0	0	0
test_AA10.8	70	Methylmalonic Acidemia mut 0 (MMA)	20	1	0	21	1	0	0	0	0	0
test_AA10.8	71	Methylmalonic Acidemia mut- (MMA)	5	14	0	19	2	0	0	0	0	0
test_AA10.8	72	Multiple Acyl-CoA Dehydrogenase Deficiency (MAD Deficiency)/Glutaric Acidemia type II (GA2)	3	4	0	7	1	0	0	0	0	0
test_AA10.8	73	Multiple Carboxylase Deficiency (MCD)	1	3	0	4	0	0	0	0	0	0
test_AA10.8	76	Propionic Acidemia (PA)	1	5	0	6	4	0	0	0	0	0
test_AA10.8	77	Short Chain Acyl-CoA Dehydrogenase Deficiency (SCAD Deficiency)	5	54	0	59	20	0	0	0	0	0
test_AA10.8	78	Trifunctional Protein Deficiency (TFP Deficiency)	1	2	0	3	0	0	0	0	0	0
test_AA10.8	79	Tyrosinemia type I	6	1	0	7	0	0	0	0	0	0
test_AA10.8	83	Very Long Chain Acyl-CoA Dehydrogenase Deficiency (VLCAD Deficiency)	20	22	0	42	15	0	0	0	0	0
test_AA10.8	85	Prolinemia type-I	0	1	0	1	0	0	0	0	0	0
test_AA10.8	86	Prolinemia type-II	0	1	0	1	0	0	0	0	0	0
test_AA10.8	87	Malonic Aciduria (MA)/Malonic Acidemia (MAL)	1	4	0	5	0	0	0	0	0	0
test_AA10.8	89	Ethylmalonic Encephalopathy (EE)	0	1	0	1	1	0	0	0	0	0
test_AA10.8	93	Medium/Short Chain L-3 Hydroxy Acyl-CoA Dehydrogenase Deficiency (M/SCHADD)	0	1	0	1	0	0	0	0	0	0
test_AA10.8	94	Prolinemia, unclassified	0	1	0	1	0	0	0	0	0	0
AA10.6_filter4	1	Phenylketonuria (PKU) 	25	2	0	27	2	0	0	0	0	0
AA10.6_filter4	104	Methylmalonic Acidemia, unclassified (MMA)	4	1	0	5	1	0	0	0	0	0
AA10.6_filter4	110	Ornithine Transcarbamylase Deficiency (OTC Deficiency)	6	1	0	7	0	0	0	0	0	0
AA10.6_filter4	2	Hyperphenylalaninemia, variant	8	0	0	8	0	0	0	0	0	0
AA10.6_filter4	201	Carbamoyl Phosphate Synthetase I Deficiency(CPS1 Deficiency)	1	0	0	1	0	0	0	0	0	0
AA10.6_filter4	3	Biopterin Disorders, co-factor biosynthesis	2	0	0	2	0	0	0	0	0	0
AA10.6_filter4	4	Hyperphenylalaninemia, benign	17	3	0	20	2	0	0	0	0	0
AA10.6_filter4	42	2-Methylbutyryl-CoA Dehydrogenase Deficiency (2MBCD)	1	0	0	1	0	0	0	0	0	0
AA10.6_filter4	43	3-Hydroxy-3-Methylglutaryl-CoA Lyase Deficiency (HMG CoA Lyase Deficiency/Glutaric Aciduria)	1	0	0	1	0	0	0	0	0	0
AA10.6_filter4	44	3-Methylcrotonyl-CoA Carboxylase Deficiency (3MCC Deficiency)	18	4	0	22	4	0	0	0	0	0
AA10.6_filter4	45	3-Methylglutaconyl-Co-A Hydrotase Deficiency type I (MGA)	1	0	0	1	0	0	0	0	0	0
AA10.6_filter4	49	Argininemia/Arginase Deficiency (ARG)	1	0	0	1	0	0	0	0	0	0
AA10.6_filter4	50	Argininosuccinyl-CoA Lyase Deficiency (ASAL Deficiency)	9	0	0	9	0	0	0	0	0	0
AA10.6_filter4	51	Beta-Ketothiolase Deficiency (BKT)	2	0	0	2	0	0	0	0	0	0
AA10.6_filter4	54	Carnitine Palmitoyl Transferase Deficiency type II (CPT2 Deficiency)	2	2	0	4	1	0	0	0	0	0
AA10.6_filter4	55	Carnitine Transporter Deficiency (CTD)/Carnitine Uptake Defect (CUD)	24	7	2	33	2	0	0	1	0	0
AA10.6_filter4	56	Carnitine-Acylcarnitine Translocase Deficiency (CAT/CACT Deficiency)	1	1	0	2	0	0	0	0	0	0
AA10.6_filter4	57	Citrullinemia type I (Argininosuccinic Acid Synthetase Deficiency (ASAS deficiency)/CIT-1)	7	3	0	10	2	0	0	0	0	0
AA10.6_filter4	59	Glutaric Acidemia type I (GA1)	21	3	0	24	1	0	0	0	0	0
AA10.6_filter4	62	Hypermethioninemia (MET/MAT Deficiency)	4	3	1	8	3	0	0	0	0	0
AA10.6_filter4	63	Isobutyryl-CoA Dehydrogenase Deficiency (IBD/IBG Deficiency)	7	2	0	9	2	0	0	0	0	0
AA10.6_filter4	64	Isovaleric Acidemia (IVA)	13	7	1	21	3	0	0	0	0	0
AA10.6_filter4	65	Long Chain Hyroxy Acyl-CoA Dehydrogenase Deficiency (LCHAD deficiency)	6	0	0	6	0	0	0	0	0	0
AA10.6_filter4	66	Maple Syrup Urine Disease (MSUD)	10	2	0	12	2	0	0	0	0	0
AA10.6_filter4	67	Medium Chain Acyl-CoA Dehydrogenase Deficiency (MCAD Deficiency)	94	14	1	109	13	0	0	1	0	0
AA10.6_filter4	69	Methylmalonic Acidemia, Cbl C, D, F (MMA)	19	1	0	20	0	0	0	0	0	0
AA10.6_filter4	70	Methylmalonic Acidemia mut 0 (MMA)	13	1	0	14	1	1	0	0	0	0
AA10.6_filter4	71	Methylmalonic Acidemia mut- (MMA)	3	10	1	14	1	0	0	0	0	0
AA10.6_filter4	72	Multiple Acyl-CoA Dehydrogenase Deficiency (MAD Deficiency)/Glutaric Acidemia type II (GA2)	6	0	0	6	0	0	0	0	0	0
AA10.6_filter4	73	Multiple Carboxylase Deficiency (MCD)	2	2	0	4	0	0	0	0	0	0
AA10.6_filter4	76	Propionic Acidemia (PA)	8	0	0	8	0	0	0	0	0	0
AA10.6_filter4	77	Short Chain Acyl-CoA Dehydrogenase Deficiency (SCAD Deficiency)	22	14	1	37	9	0	0	1	0	0
AA10.6_filter4	78	Trifunctional Protein Deficiency (TFP Deficiency)	4	0	0	4	0	0	0	0	0	0
AA10.6_filter4	79	Tyrosinemia type I	6	0	0	6	0	0	0	0	0	0
AA10.6_filter4	83	Very Long Chain Acyl-CoA Dehydrogenase Deficiency (VLCAD Deficiency)	23	8	0	31	5	0	0	0	0	0
AA10.6_filter4	86	Prolinemia type-II	0	1	0	1	0	0	0	0	0	0
AA10.6_filter4	87	Malonic Aciduria (MA)/Malonic Acidemia (MAL)	2	1	0	3	0	0	0	0	0	0
AA10.6_filter4	89	Ethylmalonic Encephalopathy (EE)	1	0	0	1	0	0	0	0	0	0
test_AA10.3_batch2	1	Phenylketonuria (PKU) 	30	1	0	31	1	0	0	0	0	0
test_AA10.3_batch2	104	Methylmalonic Acidemia, unclassified (MMA)	1	1	0	2	1	0	0	0	0	0
test_AA10.3_batch2	109	Remethylation Defects (MTHFR, MTR, MTRR, Cbl D v1, Cbl G Deficiencies)	3	0	0	3	0	0	0	0	0	0
test_AA10.3_batch2	110	Ornithine Transcarbamylase Deficiency (OTC Deficiency)	5	2	0	7	0	0	0	0	0	0
test_AA10.3_batch2	2	Hyperphenylalaninemia, variant	15	0	0	15	0	0	0	0	0	0
test_AA10.3_batch2	3	Biopterin Disorders, co-factor biosynthesis	1	0	0	1	0	0	0	0	0	0
test_AA10.3_batch2	4	Hyperphenylalaninemia, benign	13	1	0	14	1	0	0	0	0	0
test_AA10.3_batch2	42	2-Methylbutyryl-CoA Dehydrogenase Deficiency (2MBCD)	5	0	0	5	0	0	0	0	0	0
test_AA10.3_batch2	44	3-Methylcrotonyl-CoA Carboxylase Deficiency (3MCC Deficiency)	6	6	1	13	6	0	0	1	0	0
test_AA10.3_batch2	49	Argininemia/Arginase Deficiency (ARG)	2	0	0	2	0	0	0	0	0	0
test_AA10.3_batch2	50	Argininosuccinyl-CoA Lyase Deficiency (ASAL Deficiency)	1	0	0	1	0	0	0	0	0	0
test_AA10.3_batch2	53	Carnitine Palmitoyl Transferase Deficiency type I (CPT1 Deficiency)	1	0	0	1	0	0	0	0	0	0
test_AA10.3_batch2	54	Carnitine Palmitoyl Transferase Deficiency type II (CPT2 Deficiency)	0	1	0	1	1	0	0	0	0	0
